id_pekerjaan,jenis_pekerjaan,spesifikasi_teknis,satuan,harga_satuan,cabang_itb,kategori_I,kategori_II
MI-032,Pasang pipa PVC 2" ,Pemasangan pipa PVC ukuran 2" menggunakan Wavin AW warna abu berikut dengan fitting dan aksesorisnya.,m1,36500,Ganesha,Mekanikal,Mekanikal Instalasi
MI-033,Pasang pipa PVC 2 1/2" ,Pemasangan pipa PVC ukuran 2 1/2" menggunakan Wavin AW warna abu berikut dengan fitting dan aksesorisnya.,m1,50100,Ganesha,Mekanikal,Mekanikal Instalasi
MI-034,Pasang pipa PVC 3" ,Pemasangan pipa PVC ukuran 3" menggunakan Wavin AW warna abu berikut dengan fitting dan aksesorisnya.,m1,68400,Ganesha,Mekanikal,Mekanikal Instalasi
MI-035,Pasang pipa PVC 4" ,Pemasangan pipa PVC ukuran 4" menggunakan Wavin AW warna abu berikut dengan fitting dan aksesorisnya.,m1,109000,Ganesha,Mekanikal,Mekanikal Instalasi
MI-036,Pasang pipa PVC 8" ,Pemasangan pipa PVC ukuran 8" menggunakan Wavin AW warna abu berikut dengan fitting dan aksesorisnya.,m1,386900,Ganesha,Mekanikal,Mekanikal Instalasi
MI-037,Pemasangan pipa PPR 1/2",Pemasangan pipa untuk aplikasi air bersih dingin/panas menggunakan pipa PPR Wavin Tigris PN10 ukuran 1/2" berikut dengan asesorisnya.,m1,20500,Ganesha,Mekanikal,Mekanikal Instalasi
MI-038,Pemasangan pipa PPR 3/4",Pemasangan pipa untuk aplikasi air bersih dingin/panas menggunakan pipa PPR Wavin Tigris PN10 ukuran 3/4" berikut dengan asesorisnya.,m1,25200,Ganesha,Mekanikal,Mekanikal Instalasi
MI-039,Pemasangan pipa PPR 1",Pemasangan pipa untuk aplikasi air bersih dingin/panas menggunakan pipa PPR Wavin Tigris PN10 ukuran 1" berikut dengan asesorisnya.,m1,37900,Ganesha,Mekanikal,Mekanikal Instalasi
MI-040,Pemasangan pipa PPR 1 1/2",Pemasangan pipa untuk aplikasi air bersih dingin/panas menggunakan pipa PPR Wavin Tigris PN10 ukuran 1 1/2" berikut dengan asesorisnya.,m1,56800,Ganesha,Mekanikal,Mekanikal Instalasi
MI-041,Pemasangan pipa PPR 2",Pemasangan pipa untuk aplikasi air bersih dingin/panas menggunakan pipa PPR Wavin Tigris PN10 ukuran 2" berikut dengan asesorisnya.,m1,84800,Ganesha,Mekanikal,Mekanikal Instalasi
MI-042,Pemasangan pipa PPR 2 1/2",Pemasangan pipa untuk aplikasi air bersih dingin/panas menggunakan pipa PPR Wavin Tigris PN10 ukuran 2 1/2" berikut dengan asesorisnya.,m1,181500,Ganesha,Mekanikal,Mekanikal Instalasi
MI-043,Pasang pipa HDPE 1 1/2" ,Pasang pipa HDPE ukuran 1 1/2" menggunakan Wavin Hitam PN10 berikut dengan aksesorisnya.,m1,30900,Ganesha,Mekanikal,Mekanikal Instalasi
MI-044,Pasang pipa HDPE 2" ,Pasang pipa HDPE ukuran 2" menggunakan Wavin Hitam PN10 berikut dengan aksesorisnya.,m1,46700,Ganesha,Mekanikal,Mekanikal Instalasi
MI-045,Pasang pipa HDPE 2 1/2" ,Pasang pipa HDPE ukuran 2 1/2" menggunakan Wavin Hitam PN10 berikut dengan aksesorisnya.,m1,63800,Ganesha,Mekanikal,Mekanikal Instalasi
MI-046,Pemasangan knee/Elbow PVC 3/4",Pemasangan menggunakan elbow 90 PVC AW dia. 3/4" Wavin,bh,7900,Ganesha,Mekanikal,Mekanikal Instalasi
MI-047,Pemasangan knee/Elbow PVC 1",Pemasangan menggunakan elbow 90 PVC AW dia. 1" Wavin,bh,10800,Ganesha,Mekanikal,Mekanikal Instalasi
MI-048,Pemasangan knee/Elbow PVC 2",Pemasangan menggunakan elbow 90 PVC AW dia. 2" Wavin,bh,23600,Ganesha,Mekanikal,Mekanikal Instalasi
MI-049,Pemasangan knee/Elbow PVC 3",Pemasangan menggunakan elbow 90 PVC AW dia. 3" Wavin,bh,31600,Ganesha,Mekanikal,Mekanikal Instalasi
MI-050,Pemasangan knee/Elbow PVC 4",Pemasangan menggunakan elbow 90 PVC AW dia. 4" Wavin,bh,84400,Ganesha,Mekanikal,Mekanikal Instalasi
MI-051,Pemasangan knee/Elbow PVC 6",Pemasangan menggunakan elbow 90 PVC AW dia. 6" Wavin,bh,208200,Ganesha,Mekanikal,Mekanikal Instalasi
MI-052,Pemasangan knee/Elbow PVC 8",Pemasangan menggunakan elbow 90 PVC AW dia. 6" Wavin,bh,433000,Ganesha,Mekanikal,Mekanikal Instalasi
MI-053,Pemasangan knee/Elbow 45 PVC 3",Pemasangan menggunakan elbow 45 PVC AW dia. 3" Wavin,bh,51900,Ganesha,Mekanikal,Mekanikal Instalasi
MI-054,Pemasangan knee/Elbow 45 PVC 4",Pemasangan menggunakan elbow 45 PVC AW dia. 4" Wavin,bh,86600,Ganesha,Mekanikal,Mekanikal Instalasi
MI-055,Pemasangan knee 1/2" galvanis,Pemasangan knee/elbow 1/2" galvanis,buah,36500,Ganesha,Mekanikal,Mekanikal Instalasi
MI-056,Pemasangan knee 1" galvanis,Pemasangan knee/elbow 1" galvanis,bh,58400,Ganesha,Mekanikal,Mekanikal Instalasi
MI-057,Pemasangan Tee 1" x 3/4" galvanis,Pasang flockshock tee 1"x 3/4" galvanis,bh,40100,Ganesha,Mekanikal,Mekanikal Instalasi
MI-058,Pemasangan Tee 1" x 3/4" PVC,Pemasangan menggunakan Tee Pipa PVC AW 1? x 3/4? PVC AW Wavin,bh,10900,Ganesha,Mekanikal,Mekanikal Instalasi
MI-059,Pemasangan Tee 1 1/2 x 3/4 PVC,Pemasangan menggunakan Tee Pipa PVC AW 1 1/2? x 3/4? PVC AW Wavin,bh,17400,Ganesha,Mekanikal,Mekanikal Instalasi
MI-060,Pemasangan Tee PVC 6" x 4",Pemasangan menggunakan Tee Pipa PVC AW dia. 6"x4" Wavin,bh,107100,Ganesha,Mekanikal,Mekanikal Instalasi
MI-061,Pemasangan Tee Y PVC 6" x 4",Pasang sambungan flock shock Y (Tee Y) ukuran 6" x 4" Wavin,bh,145600,Ganesha,Mekanikal,Mekanikal Instalasi
MI-062,Pasang elbow PPR,elbow PPR diameter 2" westpek PN 10,unit,87900,Ganesha,Mekanikal,Mekanikal Instalasi
MI-063,Pasang sock PPR,Sock PPR diameter 2" westpek PN 10,unit,79300,Ganesha,Mekanikal,Mekanikal Instalasi
MI-064,Pasang instalasi pipa 1/2" air panas,Instalasi air bersih menggunakan pipa resistant (PEX-AL-PEX) 1/2" rifeng berikut assesoris,m',20200,Ganesha,Mekanikal,Mekanikal Instalasi
MI-065,Pasang Stop Valve Flexible Wastafel Toto,Pemasangan stop valve berikut flexible hose TX277S toto,unit,236100,Ganesha,Mekanikal,Mekanikal Instalasi
MI-066,Pasang Flexible Wastafel Onda,Flexible hose Onda panjang 30cm,unit,44300,Ganesha,Mekanikal,Mekanikal Instalasi
EA-001,Pek. Pasang Stop kontak 1 phase,"Pemasangan menggunakan armatur stop kontak dinding jenis inbow 1 phase ,16A, 1 lubang berikut dengan inbow dus Panasonic/Broco/Legrand CP.",buah,30500,Ganesha,Elektrikal,Elektrikal Alat
EA-002,Pek. Pasang Stop kontak 1 phase 2 Lubang,"Pemasangan menggunakan armatur stop kontak dinding jenis inbow 1 phase, 16A, 2 lubang berikut dengan inbow dus Panasonic/Broco/Legrand CP.",buah,56300,Ganesha,Elektrikal,Elektrikal Alat
EA-003,Pek. Pasang Stop kontak 1 phase outbow Panasonic,"Pemasangan menggunakan armatur stop kontak dinding 1 phase, 16A, 1 lubang outbow Panasonic ",buah,25800,Ganesha,Elektrikal,Elektrikal Alat
EA-004,Pek. Pasang Stop kontak 1 phase outbow + Penutup Broco,"Pemasangan menggunakan armatur stop kontak dinding + tutup 1 phase, 16A, 1 lubang outbow Broco",buah,47300,Ganesha,Elektrikal,Elektrikal Alat
EA-005,Pek. Pasang Stop kontak 1 phase outbow + Penutup Water Proof Legrand,"Pemasangan menggunakan armatur stop kontak dinding + tutup water proof 1 phase, 16A, 1 lubang outbow Legrand",buah,139000,Ganesha,Elektrikal,Elektrikal Alat
EA-006,Pek. Pasang Stop kontak 1 phase 2 Lubang Outbow,"Pemasangan menggunakan armatur stop kontak dinding 1 phase, 16A, 2 lubang outbow Panasonic/Broco.",buah,38500,Ganesha,Elektrikal,Elektrikal Alat
EA-007,Pek. Pasang Stop kontak 1 phase 2 Lubang Outbow + Penutup Broco,"Pemasangan menggunakan armatur stop kontak dinding  + Penutup 1 phase, 16A, 2 lubang outbow Panasonic/Broco Atlantic.",buah,90400,Ganesha,Elektrikal,Elektrikal Alat
EA-008,Pek. Pasang Stop kontak 1 phase 2 Lubang Outbow,"Pemasangan menggunakan armatur stop kontak dinding 1 phase, 16A, 2 lubang outbow Panasonic/Broco.",buah,50000,Ganesha,Elektrikal,Elektrikal Alat
EA-009,Pek. Pasang Stop kontak 3 phase,Pemasangan menggunakan armatur Stop kontak dinding 3 phase Outbow 4 kaki 32 A Legrand,buah,665600,Ganesha,Elektrikal,Elektrikal Alat
EA-010,Pek. Pasang Saklar Tunggal Panasonic (Saklar kecil),Pemasangan menggunakan armatur saklar tunggal/1 gang jenis inbow  berikut dengan inbow dus panasonic,buah,28200,Ganesha,Elektrikal,Elektrikal Alat
EA-011,Pek. Pasang Saklar Tunggal Panasonic (Saklar Besar),Pemasangan menggunakan armatur saklar tunggal/1 gang jenis inbow berikut dengan inbow dus panasonic,buah,29400,Ganesha,Elektrikal,Elektrikal Alat
EA-012,Pek. Pasang Saklar Tunggal Broco (Saklar kecil),Pemasangan menggunakan armatur saklar tunggal/1 gang jenis inbow berikut dengan inbow dus Broco (jenis saklar kecil),buah,24700,Ganesha,Elektrikal,Elektrikal Alat
EA-013,Pek. Pasang Saklar Tunggal Broco (Saklar Besar),Pemasangan menggunakan armatur saklar tunggal/1 gang jenis inbow berikut dengan inbow dus Broco Galeo (jenis saklar besar),buah,27100,Ganesha,Elektrikal,Elektrikal Alat
EA-014,Pek. Pasang Saklar Tunggal Schneider Classic,Pemasangan menggunakan armatur saklar tunggal/1 gang jenis inbow berikut dengan inbow dus Schneider (jenis saklar classic kecil),buah,33000,Ganesha,Elektrikal,Elektrikal Alat
EA-015,Pek. Pasang Saklar Tunggal Outbow Panasonic,Pemasangan menggunakan armatur saklar tunggal/1 gang jenis Outbow Panasonic,buah,21900,Ganesha,Elektrikal,Elektrikal Alat
EA-016,Pek. Pasang Saklar Tunggal Outbow Broco Atlantic,Pemasangan menggunakan armatur saklar tunggal/1 gang jenis Outbow Broco Atlantic water resistant,buah,61100,Ganesha,Elektrikal,Elektrikal Alat
EA-017,Pek. Pasang Saklar ganda Panasonic,Pemasangan menggunakan armatur saklar ganda/seri jenis inbow berikut dengan inbow dus panasonic,buah,37100,Ganesha,Elektrikal,Elektrikal Alat
EA-018,Pek. Pasang Saklar ganda Broco,Pemasangan menggunakan armatur saklar ganda/seri jenis inbow berikut dengan inbow dus Broco Galeo,buah,30300,Ganesha,Elektrikal,Elektrikal Alat
EA-019,Pek. Pasang Saklar ganda Schneider,Pemasangan menggunakan armatur saklar ganda/seri jenis inbow berikut dengan inbow dus Schneider,buah,45300,Ganesha,Elektrikal,Elektrikal Alat
EA-020,Pek. Pasang Saklar ganda Outbow Panasonic,Pemasangan menggunakan armatur saklar ganda/seri jenis Outbow Panasonic,buah,25100,Ganesha,Elektrikal,Elektrikal Alat
EA-021,Pek. Pasang Saklar ganda Outbow Broco Atlantic,Pemasangan menggunakan armatur saklar ganda/seri jenis Outbow Broco Atlantic water resistant,buah,81700,Ganesha,Elektrikal,Elektrikal Alat
EA-022,Pek. Pasang Outlet Data RJ45,Pemasangan menggunakan oulet data RJ 45 clipsal/scheneider berikut dengan aksesorisnya.,buah,103600,Ganesha,Elektrikal,Elektrikal Alat
EA-023,Pek. Pasang Outlet Audio RCA,Pemasangan menggunakan oulet dataRCA support Audio Video 2 RCA Phono Female Audio Sockets - Wall Face Plate Outletberikut dengan aksesorisnya.,buah,119300,Ganesha,Elektrikal,Elektrikal Alat
EA-024,Pasang box panel listrik Ukuran 20x30x12 cm,"Pasang box panel listrik ukuran 20x30x12 cm Asahi berikut dengan lampu indikator, kabel konektor, bus bar, grounding labeling dan aksesoris.",unit,424300,Ganesha,Elektrikal,Elektrikal Alat
EA-025,Pasang box panel listrik Ukuran 25x35x12 cm,"Pasang box panel listrik ukuran 25x35x12 cm Asahi berikut dengan lampu indikator, kabel konektor, bus bar dan grounding labeling dan aksesoris.",unit,455700,Ganesha,Elektrikal,Elektrikal Alat
EA-026,Pasang box panel listrik Ukuran 30x40x15 cm,"Pasang box panel listrik ukuran 30x40x15 cm Asahi berikut dengan lampu indikator, kabel konektor, bus bar dan grounding labeling dan aksesoris.",unit,536400,Ganesha,Elektrikal,Elektrikal Alat
EA-027,Pasang box panel listrik Ukuran 40x60x20 cm,"Pasang box panel listrik ukuran 40x60x20 cm Asahi berikut dengan lampu indikator, kabel konektor, bus bar dan grounding labeling dan aksesoris.",unit,966400,Ganesha,Elektrikal,Elektrikal Alat
EA-028,Pasang box panel listrik Ukuran 50x70x20 cm,"Pasang box panel listrik ukuran 40x60x20 cm Asahi berikut dengan lampu indikator, kabel konektor, bus bar dan grounding labeling dan aksesoris.",unit,1187100,Ganesha,Elektrikal,Elektrikal Alat
EA-029,"Pek. Pasang MCB 1 kutub 2A/4A 4,5 kA","Pemasangan MCB standar Scheneider Domae 4,5 kA termasuk setting ",pcs,110900,Ganesha,Elektrikal,Elektrikal Alat
EA-030,"Pek. Pasang MCB 1 kutub 6A/10A/16A 4,5 kA","Pemasangan MCB standar Scheneider Domae 4,5 kA termasuk setting",pcs,84900,Ganesha,Elektrikal,Elektrikal Alat
EA-031,Pek. Pasang MCB 1 kutub 2A/4A 6 kA,Pemasangan MCB standar Scheneider iK60N 6 kA termasuk setting,pcs,147700,Ganesha,Elektrikal,Elektrikal Alat
EA-032,Pek. Pasang MCB 1 kutub 6A/10A/16A/20 6 kA,Pemasangan MCB standar Scheneider iK60N 6 kA termasuk setting,pcs,133000,Ganesha,Elektrikal,Elektrikal Alat
EA-033,Pek. Pasang MCB 1 kutub 25 Ampere 6 kA,Pemasangan MCB standar Scheneider iK60N 6 kA termasuk setting,pcs,148300,Ganesha,Elektrikal,Elektrikal Alat
EA-034,"Pek. Pasang MCB 3 kutub 10/16/20 Ampere 4,5 kA","Pemasangan MCB standar Scheneider Domae 4,5 kA termasuk setting",pcs,387900,Ganesha,Elektrikal,Elektrikal Alat
EA-035,"Pek. Pasang MCB 3 kutub 32 Ampere 4,5 kA","Pemasangan MCB standar Scheneider Domae 4,5 kA termasuk setting",pcs,444700,Ganesha,Elektrikal,Elektrikal Alat
EA-036,Pek. Pasang MCB 3 kutub 6A/10A/16A/20 6 kA,Pemasangan MCB standar Scheneider iK60N 6 kA termasuk setting.,pcs,532700,Ganesha,Elektrikal,Elektrikal Alat
EA-037,Pek. Pasang MCB 3 kutub 25A 6 kA,Pemasangan MCB standar Scheneider iK60N 6 kA termasuk setting.,pcs,566100,Ganesha,Elektrikal,Elektrikal Alat
EA-038,"Pek. Pasang MCCB 3 kutub 15A/20A/25A/30A/40A/50A 7,5kA","Pemasangan MCCB Scheneider 3 kutub 15A/20A/25A/30A/40A/50A Scheneider EZC100B 7,5kA 3 phase termasuk setting.",pcs,851500,Ganesha,Elektrikal,Elektrikal Alat
EA-039,Pek. Pasang MCCB 3 kutub 15A/20A/25A/30A/40A/50A 18kA,Pemasangan MCCB Scheneider 3 kutub 15A/20A/25A/30A/40A/50A Scheneider EZC100N 18kA 3 phase termasuk setting,pcs,1096700,Ganesha,Elektrikal,Elektrikal Alat
EA-040,"Pek. Pasang MCCB 4 kutub 15A/20A/25A/30A/40A/50A 7,5kA",Pemasangan MCCB Scheneider 4 kutub 15A/20A/25A/30A/40A/50A Scheneider EZC100N 18kA 3 phase termasuk setting,pcs,1845900,Ganesha,Elektrikal,Elektrikal Alat
EA-041,Pek. Pasang MCCB 3 kutub 15A/20A/25A/30A/40A/50A 30kA,Pemasangan MCCB Scheneider 3 kutub 15A/20A/25A/30A/40A/50A Scheneider EZC100H 30kA 3 phase termasuk setting.,pcs,1305900,Ganesha,Elektrikal,Elektrikal Alat
EA-042,Pek. Pasang MCCB 4 kutub 15A/20A/25A/30A/40A/50A 30kA,Pemasangan MCCB Scheneider 4 kutub 15A/20A/25A/30A/40A/50A Scheneider EZC100H 30kA 3 phase termasuk setting.,pcs,1910700,Ganesha,Elektrikal,Elektrikal Alat
EA-043,"Pek. Pasang MCCB 4 kutub 
60A/75A/80/100A 30kA",Pemasangan MCCB Scheneider 4 kutub 60A/75A/80/100A Scheneider EZC100H 30kA 3 phase termasuk setting.,pcs,2137100,Ganesha,Elektrikal,Elektrikal Alat
EA-044,Pek. Jasa Pasang IP Camera,"Pekerjaan Pasang IP camera hanya upah Pasang , IP camera disediakan oleh user.",unit,155300,Ganesha,Elektrikal,Elektrikal Alat
EA-045,Pek. Pasang Lampu TL LED 1x8 Watt,Pemasangan lampu TL LED 1x8 watt menggunakan Philips LED tube ecofit Set 8w (18w TL Biasa) berikut armatur dudukannya.,buah,123000,Ganesha,Elektrikal,Elektrikal Alat
EA-046,Pek. Pasang Lampu TL LED 1x16 Watt,Pemasangan lampu TL LED 1x16 watt menggunakan Philips LED tube ecofit Set 16w ( 36w TL Biasa) berikut armatur dudukannya.,buah,155300,Ganesha,Elektrikal,Elektrikal Alat
EA-047,Pek. Pasang armatur lampu RM 2x36 watt ,Pasang armatur lampu TL 2x36 watt menggunakan armatur Kap Lampu RM Philips TBS318 berikut lampunya.,buah,905200,Ganesha,Elektrikal,Elektrikal Alat
EA-048,Pek. Pasang lampu Down Light LED 11watt,Pemasangan lampu Down Light LED menggunakan Phillips LED DN027B 11W ukuran 5" warna putih/kuning,buah,243300,Ganesha,Elektrikal,Elektrikal Alat
EA-049,Pek. Pasang lampu Down Light LED 15watt,Pemasangan lampu Down Light LED menggunakan Phillips LED DN027B 15W ukuran 6" warna putih/kuning,buah,273400,Ganesha,Elektrikal,Elektrikal Alat
EA-050,Pek. Pasang lampu Down Light LED Outbow 11watt,Pemasangan lampu Down Light LED menggunakan Phillips LED DN027B 11W ukuran 5" warna putih/kuning,buah,154200,Ganesha,Elektrikal,Elektrikal Alat
EA-051,Pek. Pasang lampu Down Light LED Outbow 15watt,Pemasangan lampu Down Light LED menggunakan Phillips LED DN027B 15W ukuran 6" warna putih/kuning,buah,230400,Ganesha,Elektrikal,Elektrikal Alat
EA-052,Pek. Pasang Lampu RM 300 MI,Pasang lampu RM 300 MI 2x18 artolite lampu led 8 w.,titik,1111300,Ganesha,Elektrikal,Elektrikal Alat
EA-053,Pek. Pasang baru titik lampu TL box,armatur lampu menggunakan TL Box 1x18 w Panjang 60cm artolite dan lampu menggunakan TL 18 watt Philips + assesories.,titik,385000,Ganesha,Elektrikal,Elektrikal Alat
EA-054,Pek. Pasang bracket infocus,Pemasangan bracket infocus pro bracket,unit,502400,Ganesha,Elektrikal,Elektrikal Alat
EA-055,Pek. Pasang Screen Projector , BRITE Motorized 84 " [MR-2121] uk. ( 2.13 m x 2.13 m ),unit,4382300,Ganesha,Elektrikal,Elektrikal Alat
EA-056,Pek. Pasang Lampu TKO 2x18 watt,"Pemasangan lampu TK CG 2X18 artolite, lampu LED menggunakan Phillips 8 watt.",buah,650900,Ganesha,Elektrikal,Elektrikal Alat
EA-057,Pek. Pasang Lampu TKO 2x36 watt,"Pemasangan lampu TK CG 2X36 artolite, lampu LED menggunakan Phillips 8 watt.",buah,834100,Ganesha,Elektrikal,Elektrikal Alat
EA-058,Pek. Pasang Smoke detector (stand alone),Pemasangan smoke detector menggunakan smoke detector tipe stand alone horring lih dengan kemampuan bunyi minimum 85 dB.,m',365300,Ganesha,Elektrikal,Elektrikal Alat
EA-059,Pek. Pasang Lampu Baret Toilet,Lampu baret SCB 20 Acr E27+LED Bulb 12 Watt Artolite,buah,433700,Ganesha,Elektrikal,Elektrikal Alat
EA-060,Pek. Pek. Pasang Lampu TL 1x18 Watt,"Pemasangan lampu TL Philips 18w TL Biasa, panjang 60 cm",buah,80300,Ganesha,Elektrikal,Elektrikal Alat
EI-001,Pek. Pasang Kabel HDMI + Jack,Pemasangan kabel HDMI (High Definition Multimedia Interface) panjang 20 meter berikut pemasangan jack.,set,635400,Ganesha,Elektrikal,Elektrikal Instalasi
EI-002,Pek. Pemasangan kabel duct/ trunking PVC 15x10 mm,Pemasangan menggunakan kabel duct PVC Niso ukuran 15x10 mm beserta asesorisnya,m1,4600,Ganesha,Elektrikal,Elektrikal Instalasi
EI-003,Pek. Pemasangan kabel duct/ trunking PVC 20x10 mm,Pemasangan menggunakan kabel duct PVC Niso ukuran 20x10 mm beserta asesorisnya,m1,5300,Ganesha,Elektrikal,Elektrikal Instalasi
EI-004,Pek. Pemasangan kabel duct/ trunking PVC 25x25mm,Pemasangan menggunakan kabel duct PVC Niso ukuran 25x25 mm beserta asesorisnya,m1,7900,Ganesha,Elektrikal,Elektrikal Instalasi
EI-005,Pek. Pemasangan kabel duct/ trunking PVC 40x25mm,Pemasangan menggunakan kabel duct PVC Niso ukuran 40x25 mm beserta asesorisnya,m1,10300,Ganesha,Elektrikal,Elektrikal Instalasi
EI-006,Pek. Pemasangan kabel duct/ trunking PVC 60x60mm,Pemasangan menggunakan kabel duct PVC Niso ukuran 60x60 mm beserta asesorisnya,m1,23700,Ganesha,Elektrikal,Elektrikal Instalasi
EI-007,Pek. Pemasangan kabel duct/ trunking PVC 100x50 mm,Pemasangan menggunakan kabel duct PVC Niso ukuran 100x50 mm beserta asesorisnya,m1,36800,Ganesha,Elektrikal,Elektrikal Instalasi
EI-008,Pek. Pemasangan kabel data UTP cat 6e,Pemasangan kabel menggunakan UTP cat 6e Belden berikut konektor RJ45 dan asesorisnya.,m1,10200,Ganesha,Elektrikal,Elektrikal Instalasi
EI-009,"Pek. Pemasangan kabel NYA 1,5mm2","Pemasangan kabel NYA 1,5 mm2 Supreme berikut aksesoriesnya.",m1,4500,Ganesha,Elektrikal,Elektrikal Instalasi
EI-010,"Pek. Pemasangan kabel NYA 2,5mm2","Pemasangan kabel NYA 2,5 mm2 Supreme berikut aksesoriesnya.",m1,5900,Ganesha,Elektrikal,Elektrikal Instalasi
EI-011,Pek. Pemasangan kabel NYA 4mm2,Pemasangan kabel NYA 4 mm2 Supreme berikut aksesoriesnya.,m1,8300,Ganesha,Elektrikal,Elektrikal Instalasi
EI-012,Pek. Pemasangan kabel NYA 6mm2,Pemasangan kabel NYA 6 mm2 Supreme berikut aksesoriesnya.,m1,15400,Ganesha,Elektrikal,Elektrikal Instalasi
EI-013,"Pek. Pemasangan kabel NYAF 0,75mm2","Pemasangan kabel NYAF 0,75 mm2 Supreme berikut aksesoriesnya.",m1,4100,Ganesha,Elektrikal,Elektrikal Instalasi
EI-014,"Pek. Pemasangan kabel NYAF 1,5mm2","Pemasangan kabel NYAF 1,5 mm2 Supreme berikut aksesoriesnya.",m1,5900,Ganesha,Elektrikal,Elektrikal Instalasi
EI-015,"Pek. Pemasangan kabel NYAF 2,5mm2","Pemasangan kabel NYAF 2,5 mm2 Supreme berikut aksesoriesnya.",m1,7600,Ganesha,Elektrikal,Elektrikal Instalasi
EI-016,"Pek. Pemasangan kabel NYM 2x1,5mm2","Pemasangan kabel NYM 2x1,5 mm2 Supreme/Eterna berikut dengan conduit high impact 20mm2 dan aksesoriesnya clipsal/legrand",m1,18700,Ganesha,Elektrikal,Elektrikal Instalasi
EI-017,"Pek. Pemasangan kabel NYM 3x1,5mm2","Pemasangan kabel NYM 3x1,5 mm2 Supreme/Eterna berikut dengan conduit high impact 20mm2 dan aksesoriesnya clipsal/legrand",m1,20500,Ganesha,Elektrikal,Elektrikal Instalasi
EI-018,"Pek. Pemasangan kabel NYM 3x2,5mm2","Pemasangan kabel NYM 3x2,5 mm2 Supreme/Eterna berikut dengan conduit high impact 20mm2 dan aksesoriesnya clipsal/legrand",m1,25500,Ganesha,Elektrikal,Elektrikal Instalasi
EI-019,Pek. Pasang Kabel NYM 3x6 mm2,NYM 3x6 mm eterna/supreme berikut dengan conduit high impact 20mm2 dan aksesoriesnya clipsal/legrand,m',48100,Ganesha,Elektrikal,Elektrikal Instalasi
EI-020,Pek. Pasang Kabel NYM 4x10 mm2,NYM 4x10 mm eterna/supreme berikut dengan conduit high impact 20mm2 dan aksesoriesnya clipsal/legrand,m',84500,Ganesha,Elektrikal,Elektrikal Instalasi
